Id,Sentence,Categories,Target Party,Specificity,Split
1,Adam Bandt has let the cat out of the bag.,Assertive,Labor,,
2,"He says of a Labor-Greens Alliance that ""dreams do come true"".",Assertive,Labor,,
3,That dream is a nightmare as Australia discovered under Julia Gillard and Kevin Rudd.,Assertive,Labor,,
4,You can't trust Labor and you can't trust Bill Shorten. ,Assertive,Labor,,
5,They would do a deal with the greens in a heartbeat. ,Assertive,Labor,,
6,It's the same old Labor.,Assertive,Labor,,
7,Bill Shorten would be Australia's most left wing Prime Minister ever ,Assertive-V,Labor,,1.0
8,and would be right at home with the Greens.,Assertive,Labor,,
9,But we’ve seen this all before. ,Assertive,Labor,,
10,The Australian people haven’t forgotten that Julia Gillard gave that assurance too.,Assertive,Labor,,
11,"Madonna King (ABC Radio Brisbane, 20 August 2010):",Assertive,Other,,
12,"“In the event of a hung Parliament, are you prepared to negotiate on some issues, for example, the mining tax, by doing a deal with the Greens?”",Interrogative,Labor,,
13,Julia Gillard:,Assertive,Labor,,
14,“Oh Madonna. ,Assertive,Labor,,
15,Absolutely ridiculous. ,Assertive,Labor,,
16,I’ve ruled that out a couple of dozen times in this campaign. ,Assertive,Labor,,
17,That’s a Liberal Party fear campaign and no one should fall for it.”,Assertive,Labor,,
18,It’s the same old Labor. ,Assertive,Labor,,
19,It’s Julia Gillard Mark II.,Assertive,Labor,,
20,We thought Labor’s plan for a carbon tax was bad –,Assertive-V,Labor,,1.0
21,imagine how painful it will be once the Greens get involved.,Assertive,Other,,
22,Julia Gillard promised: “there will be no carbon tax under a Government I lead”.,Assertive-S,Labor,,
23,We’ve seen Bill Shorten parroting the same line – but Australians won’t be fooled this time.,Assertive,Labor,,
24,Labor's plan is for a carbon tax ,Assertive,Labor,,1.0
25,"that would increase wholesale electricity prices rise by 78% and families lose $4,900 in income by 2030.",Assertive-V,Labor,,
26,And that's from Labor's own modelling of a similar policy when last they were in government.,Assertive,Labor,,
27,But it would be even worse in a Labor-Greens alliance.,Assertive-V,Labor,,
28,Richard Di Natale has promised that a carbon tax will be one of the key issues when negotiating with Labor to form Government.,Assertive,Other,,
29,"Journalist (Breakfast, FIVEaa, 10 May 2016):",Assertive,Other,,
30,“Will that include another carbon tax? ,Interrogative,Labor,,
31,Will that include going back to the carbon tax?”,Interrogative,Labor,,
32,Richard Di Natale:,Assertive,Labor,,
33,“This is always subject to a negotiation with the government of the day.”,Assertive,Labor,,
34,Everyone knows you can't trust Bill Shorten. ,Assertive,Labor,,
35,Chris Bowen may try to rule it out but everyone knows that Bill Shorten would do a deal with the Greens in a nanosecond.,Assertive,Labor,,
36,And that deal would just mean higher and higher electricity prices.,Assertive-V,Labor,,
