Id,Sentence,Categories,Target Party,Specificity,Split
1,"A re-elected Turnbull Government will commit more resources to supporting mental health treatment, veterans’ employment and addressing homelessness.",Commissive-A,Liberal,Vague,
2,"Announcing the Turnbull Coalition’s veterans’ policy today, Minister for Veterans’ Affairs Dan Tehan said Australians were rightly proud of our veterans.",Assertive,Other,,
3,"“As a country we must never forget the service and sacrifice of our veterans,” Mr Tehan said.",Assertive,Liberal,,
4,“We are committed to honouring that service by providing the support our veterans need through a stand-alone Department of Veterans’ Affairs (DVA).,Commissive-A,Liberal,Specific,
5,"More than 312,000 Australians rely on support from the DVA.",Assertive,Other,,
6,"The Turnbull Government provided $11.7 billion in this year’s budget to support veterans through health care, income support pensions and allowances.",Assertive-S,Liberal,,
7,<LIST>A re-elected Turnbull Government will invest an additional $14.9 million for veterans by providing :,Commissive-A,Liberal,Specific,1.0
8,<li> $6 million to support the establishment of the Centenary Institute to work collaboratively in support of practitioners and ex-service organisations who work closely with veterans with mental health concerns. </li> ,Commissive-A,Liberal,Specific,
9,"<li>  $3.1 million to extend the Veterans and Veterans Families Counselling Service programme, which provides free and confidential, nation-wide counselling and support for war and service-related mental health conditions. </li> ",Commissive-A,Liberal,Specific,
10,<li> $4 million to ex-service organisations to promote social inclusion and peer-to-peer support for our younger veterans. </li> ,Commissive-A,Liberal,Specific,
11,"<li> $600,000 to establish and run a Female Veterans’ Policy Forum to help identify policy gaps and support initiatives to better support Australia’s growing female veteran community. </li> ",Commissive-A,Liberal,Specific,
12,<li>  $1.2 million over four years to increase the amount veterans can claim for obtaining medical reports. </li>  </LIST>,Commissive-A,Liberal,Specific,
13,“The Centenary Institute will provide clinical research and professional leadership for veterans’ health. ,Assertive-V,Liberal,,
14,"We are committed to early intervention and support for veterans and their families , ",Commissive-O,Liberal,,1.0
15,"that’s why $46.4 million was provided in this year’s budget so veterans could access free mental health treatment,” Mr Tehan said.",Assertive-S,Liberal,,
16,“Our veterans’ community is changing ,Assertive,Other,,1.0
17,"and we will invest money and resources into targeted and innovative programs that help them transition to civilian life, find meaningful employment and get the help they need for mental health treatment.",Commissive-A,Liberal,Vague,
18,“We will engage with our younger veterans and our female veterans so they get the support they need in the ways they need it.,Commissive-A,Liberal,Vague,
19,We want every veteran to know we are grateful for their service.,Assertive,Liberal,,
20,“The Coalition will launch a new jobs programme for injured and ill veterans.,Commissive-A,Liberal,Vague,
21,Around 60 per cent of the veterans involved in the programme’s trials in South East Queensland and South Australia have been successfully placed into civilian employment.,Assertive-V,Liberal,,
22,“Prime Minister Malcolm Turnbull will convene the Prime Minister’s Veterans’ Employment Initiative to bring together business leaders to find innovative ways to get our veterans into employment.,Commissive-A,Liberal,Vague,
23,“Veterans have valuable skills and leadership experience gained in the service of our country and we want to find new ways for Australian businesses to identify and harness those talents.”,Assertive,Liberal,,
24,Mr Tehan said the Minister for Veterans’ Affairs in a Turnbull Government would deliver an annual Ministerial statement to Parliament on the performance of the DVA and key issues for veterans.,Commissive-A,Liberal,Specific,
25,“We are committed to the continual improvement of the support and services provided to our veteran community.,Commissive-O,Liberal,,
26,“We are also committed to being transparent and accountable to our veterans about the performance of the DVA through this annual Ministerial statement.”,Commissive-O,Liberal,,
27,Mr Tehan said the Turnbull Government would work with the states and territories to address veterans’ homelessness.,Commissive-A,Liberal,Vague,
28,“We need a united approach to keep our veterans off the streets.,Assertive,Liberal,,
29,A Turnbull Government will convene a special meeting of State and Territory Ministers to look at this issue.,Commissive-A,Liberal,Specific,
30, We will bring together existing research and support a nationwide study to improve our response.,Commissive-A,Liberal,Vague,
31,“We will further require Commonwealth agencies to identify clients who are veterans and to make that information available to ex-service and other organisations to provide better support for homeless veterans.,Commissive-A,Liberal,Specific,
32,“The Turnbull Government will not privatise or outsource any DVA services delivered through Medicare.”,Commissive-A,Liberal,Specific,
