Id,Sentence,Categories,Target Party,Specificity,Split
1,Hospitals and schools across Australia will continue to suffer following Mr Turnbull’s pathetic funding proposals at today’s COAG meeting.,Assertive-V,Liberal,,
2,This has been a week of farce from Mr Turnbull and his Liberals.  ,Assertive,Liberal,,
3,Australians deserve better than this erratic and unstable Government.,Assertive,Other,,
4,Mr Turnbull has been completely humiliated on his reckless plan for double taxation – but it’s clear Mr Turnbull is determined to keep it on the table.,Assertive-V,Liberal,,
5,Mr Turnbull has consistently said this irresponsible policy did not hinge on the endorsement of today’s COAG meeting.,Assertive,Liberal,,
6,"Today’s paltry health announcement restores a fraction of the $57 billion cut from hospital funding by Mr Turnbull, Tony Abbott and the Liberal Party.",Assertive-V,Liberal,,
7,The Liberals have taken our hospitals to the brink and this is nothing more than a Band-Aid on a bullet hole.,Assertive-V,Liberal,,
8,Mr Turnbull has abandoned millions of Australian school kids just because they go to a public school.,Assertive-V,Liberal,,
9,He has confirmed his Government does not want to provide a single cent in funding to Government schools.,Assertive-V,Liberal,,
10,"It’s staggering that Mr Turnbull talks so much about innovation, yet is planning to cut every single Commonwealth dollar from public education.",Assertive-V,Liberal,,
11,"Under Labor’s Your Child. Our Future plan to fully fund the Gonski reforms, every student in every school will get every opportunity to realise their potential, no matter where they live, no matter what type of school they go to – Government, Independent or Catholic.",Assertive-V,Labor,,
12,The contrast with this week’s Government shambles and Labor could not be starker.,Assertive,Labor,,
13,"Labor has positive plans for more secure and more fairly paid jobs, for protecting Medicare and for investing in better schools and better teachers.",Assertive-V,Labor,,
14,"Mr Turnbull and his Liberals can only offer hare-brained and ill-thought out policies to make Australians pay more tax, while cutting schools and hospitals.",Assertive-V,Liberal,,
15,Only the election of a Labor Government will stop Malcolm Turnbull’s double taxation plan that will put up your taxes and cut schools and hospitals.,Assertive-V,Labor,,
